alert_code,cse_code,asset_code,severity,category,title,description,created_time,acknowledged_time,closed_time,status,disposition,analyst
ALT-2305,CSE-05,ENG-WRK-07,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Union-based SELECT payload identified in user parameter field,2026-07-27T01:05:00+05:30,2026-07-27T01:13:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-2306,CSE-05,ENG-WRK-07,HIGH,ddos,SYN flood exhausting SCADA telecontrol interface,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-23T13:13:00+05:30,,,OPEN,,
ALT-2307,CSE-01,TR-OPS-14,CRITICAL,xss,Stored XSS pattern detected in system event log comments,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-12T05:53:00+05:30,2026-07-12T05:55:00+05:30,2026-07-12T11:08:00+05:30,RESOLVED,Compromised host isolated and imaged,R. Iyer
ALT-2308,CSE-04,ENG-WRK-07,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-13T01:35:00+05:30,2026-07-13T01:52:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-2309,CSE-05,ENG-WRK-02,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-21T21:19:00+05:30,2026-07-21T21:24:00+05:30,2026-07-22T00:27:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,R. Iyer
ALT-2310,CSE-03,,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Sequential low-byte TCP connections observed across multiple ports,2026-07-25T19:45:00+05:30,2026-07-25T19:58:00+05:30,2026-07-26T05:43:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,K. Rao
ALT-2311,CSE-07,TR-OPS-14,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Persistent TLS session established to unclassified external endpoint,2026-07-26T17:01:00+05:30,2026-07-26T17:04:00+05:30,,IN_PROGRESS,,
ALT-2312,CSE-03,PL-PLC-12,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Malicious byte sequence designed to trigger stack corruption detected,2026-07-12T15:46:00+05:30,2026-07-12T16:05:00+05:30,,IN_PROGRESS,,
ALT-2313,CSE-03,EN-SCADA-02,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Command-and-control beacon signature matched in egress traffic,2026-07-12T07:22:00+05:30,2026-07-12T07:44:00+05:30,,ACKNOWLEDGED,,
ALT-2314,CSE-05,EN-SCADA-01,HIGH,brute-force,Repeated authentication failures on SCADA gateway,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-08-02T19:55:00+05:30,2026-08-02T19:59:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-2315,CSE-02,PL-PLC-12,MEDIUM,xss,Suspicious script payload in web form submission,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-07-08T06:20:00+05:30,2026-07-08T06:26:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-2316,CSE-05,RTU-SUB-05,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-08T19:28:00+05:30,2026-07-08T19:37:00+05:30,,IN_PROGRESS,,K. Rao
ALT-2317,CSE-03,EN-SCADA-01,HIGH,sql-injection,Malformed query string on engineering portal,Time-delay SQL injection signature matched in asset query request,2026-07-27T07:03:00+05:30,2026-07-27T07:08:00+05:30,2026-07-27T08:53:00+05:30,CLOSED,Source IP null-routed at edge firewall,P. Nair
ALT-2318,CSE-03,TR-OPS-03,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Traffic contained a known exploit signature targeting unpatched software,2026-08-07T02:56:00+05:30,2026-08-07T03:07:00+05:30,2026-08-07T11:30:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,R. Iyer
ALT-2319,CSE-04,GATEWAY-DMZ-01,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Persistent TLS session established to unclassified external endpoint,2026-07-28T07:44:00+05:30,,,OPEN,,
ALT-2320,CSE-03,TR-OPS-14,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Stealth FIN scan detected targeting SCADA network perimeter,2026-08-03T18:37:00+05:30,2026-08-03T19:01:00+05:30,2026-08-04T00:54:00+05:30,CLOSED,Source IP null-routed at edge firewall,K. Rao
ALT-2321,CSE-05,HIST-SRV-01,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Traffic contained a known exploit signature targeting unpatched software,2026-07-13T08:13:00+05:30,2026-07-13T08:38:00+05:30,2026-07-13T12:38:00+05:30,CLOSED,Source IP null-routed at edge firewall,P. Nair
ALT-2322,CSE-02,,CRITICAL,credential-stuffing,Distributed account takeover attempts across operator accounts,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-12T11:06:00+05:30,2026-07-12T11:21:00+05:30,,IN_PROGRESS,,S. Verma
ALT-2323,CSE-07,RTU-SUB-05,CRITICAL,credential-stuffing,High-volume login attempts using leaked credentials,Automated login attempts observed across multiple accounts,2026-07-12T00:29:00+05:30,,,OPEN,,
ALT-2324,CSE-07,ENG-WRK-07,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Time-delay SQL injection signature matched in asset query request,2026-08-02T16:45:00+05:30,2026-08-02T17:08:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2325,CSE-04,ENG-WRK-07,LOW,c2,Periodic outbound telemetry to unverified DNS domain,Persistent TLS session established to unclassified external endpoint,2026-07-22T08:31:00+05:30,2026-07-22T08:36:00+05:30,,IN_PROGRESS,,K. Rao
ALT-2326,CSE-05,PL-PLC-12,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-24T01:40:00+05:30,2026-07-24T01:53:00+05:30,2026-07-24T04:22:00+05:30,CLOSED,False positive - verified scheduled maintenance,K. Rao
ALT-2327,CSE-02,,HIGH,brute-force,Multiple RDP failed logons on historian node,Burst of failed authentication handshakes targeting remote access console,2026-07-20T07:22:00+05:30,,,OPEN,,
ALT-2328,CSE-03,ENG-WRK-02,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,WAF detected bot-driven authentication cycling from rotating source IPs,2026-08-07T01:14:00+05:30,2026-08-07T01:18:00+05:30,2026-08-07T04:24:00+05:30,RESOLVED,Compromised host isolated and imaged,
ALT-2329,CSE-01,EN-SCADA-04,MEDIUM,xss,Cross-site scripting vector identified in operator console,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-15T07:10:00+05:30,2026-07-15T07:21:00+05:30,,IN_PROGRESS,,
ALT-2330,CSE-03,EN-SCADA-04,HIGH,brute-force,Multiple RDP failed logons on historian node,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-11T20:21:00+05:30,2026-07-11T20:37:00+05:30,,IN_PROGRESS,,
ALT-2331,CSE-04,,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-13T07:34:00+05:30,2026-07-13T07:49:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2332,CSE-03,,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-10T15:05:00+05:30,,,OPEN,,A. Sharma
ALT-2333,CSE-02,RTU-SUB-05,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-27T17:38:00+05:30,2026-07-27T17:44:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-2334,CSE-05,RTU-SUB-01,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Automated login attempts observed across multiple accounts,2026-07-27T23:43:00+05:30,,,OPEN,,
ALT-2335,CSE-01,ENG-WRK-02,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Persistent TLS session established to unclassified external endpoint,2026-07-27T03:28:00+05:30,2026-07-27T03:33:00+05:30,,IN_PROGRESS,,P. Nair
ALT-2336,CSE-01,ENG-WRK-02,CRITICAL,sql-injection,Blind SQL injection heuristic triggered on API gateway,Union-based SELECT payload identified in user parameter field,2026-07-12T03:30:00+05:30,2026-07-12T03:35:00+05:30,2026-07-12T08:24:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,K. Rao
ALT-2337,CSE-04,EN-SCADA-04,HIGH,c2,Beaconing traffic to known suspicious external IP,Command-and-control beacon signature matched in egress traffic,2026-07-15T18:53:00+05:30,,,OPEN,,
ALT-2338,CSE-01,PL-PLC-12,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Automated login attempts observed across multiple accounts,2026-07-18T21:19:00+05:30,,,OPEN,,A. Sharma
ALT-2339,CSE-02,TR-OPS-14,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-29T06:00:00+05:30,2026-07-29T06:20:00+05:30,2026-07-29T14:24:00+05:30,CLOSED,False positive - verified scheduled maintenance,
ALT-2340,CSE-03,TR-OPS-14,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-21T22:00:00+05:30,2026-07-21T22:20:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2341,CSE-03,EN-SCADA-04,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,Inbound byte volume exceeded baseline by over 500%,2026-07-24T22:00:00+05:30,2026-07-24T22:04:00+05:30,,IN_PROGRESS,,
ALT-2342,CSE-01,GATEWAY-DMZ-01,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Traffic contained a known exploit signature targeting unpatched software,2026-07-28T14:28:00+05:30,2026-07-28T14:50:00+05:30,2026-07-28T18:25:00+05:30,CLOSED,False positive - verified scheduled maintenance,K. Rao
ALT-2343,CSE-04,TR-OPS-14,HIGH,brute-force,SSH credential brute force against engineering server,Burst of failed authentication handshakes targeting remote access console,2026-07-11T23:21:00+05:30,2026-07-11T23:43:00+05:30,2026-07-12T03:02:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,A. Sharma
ALT-2344,CSE-07,,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Traffic contained a known exploit signature targeting unpatched software,2026-07-24T16:43:00+05:30,2026-07-24T16:54:00+05:30,,IN_PROGRESS,,P. Nair
ALT-2345,CSE-04,ENG-WRK-02,HIGH,brute-force,Multiple RDP failed logons on historian node,High rate of NTLM login failures originating from untrusted subnet,2026-07-11T03:14:00+05:30,2026-07-11T03:19:00+05:30,,IN_PROGRESS,,K. Rao
ALT-2346,CSE-07,GATEWAY-DMZ-01,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-14T23:29:00+05:30,2026-07-14T23:33:00+05:30,,IN_PROGRESS,,K. Rao
ALT-2347,CSE-07,TR-OPS-14,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-25T23:22:00+05:30,2026-07-25T23:43:00+05:30,,ACKNOWLEDGED,,
ALT-2348,CSE-01,HIST-SRV-01,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Periodic low-volume outbound connections at fixed intervals,2026-08-01T02:12:00+05:30,,,OPEN,,
ALT-2349,CSE-04,ENG-WRK-07,HIGH,brute-force,Repeated authentication failures on SCADA gateway,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-23T16:30:00+05:30,2026-07-23T16:38:00+05:30,2026-07-23T21:06:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,A. Sharma
ALT-2350,CSE-01,HIST-SRV-01,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Stealth FIN scan detected targeting SCADA network perimeter,2026-08-01T02:21:00+05:30,,,OPEN,,
ALT-2351,CSE-05,TR-OPS-14,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Persistent TLS session established to unclassified external endpoint,2026-08-05T13:37:00+05:30,2026-08-05T14:02:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-2352,CSE-01,,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,Coordinated brute-force replay utilizing breached username/password pairs,2026-08-04T22:10:00+05:30,2026-08-04T22:35:00+05:30,,IN_PROGRESS,,P. Nair
ALT-2353,CSE-02,RTU-SUB-01,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,High packet-per-second SYN burst causing connection pool exhaustion,2026-08-03T02:18:00+05:30,2026-08-03T02:34:00+05:30,2026-08-03T07:51:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,K. Rao
ALT-2354,CSE-05,,MEDIUM,sql-injection,SQL syntax anomaly in historian web reporting interface,HTTP request to internal web portal contained SQL injection syntax,2026-08-06T07:35:00+05:30,2026-08-06T07:48:00+05:30,2026-08-06T10:05:00+05:30,RESOLVED,Compromised host isolated and imaged,K. Rao
ALT-2355,CSE-01,HIST-SRV-01,MEDIUM,port-scan,SYN sweep detected across substation network segment,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-31T11:58:00+05:30,2026-07-31T12:13:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-2356,CSE-02,,CRITICAL,credential-stuffing,High-volume login attempts using leaked credentials,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-30T23:34:00+05:30,2026-07-30T23:43:00+05:30,,IN_PROGRESS,,P. Nair
ALT-2357,CSE-01,ENG-WRK-07,MEDIUM,xss,Suspicious script payload in web form submission,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-08-06T17:10:00+05:30,2026-08-06T17:16:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-2358,CSE-01,HIST-SRV-01,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-29T11:38:00+05:30,2026-07-29T11:59:00+05:30,2026-07-29T12:28:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,R. Iyer
ALT-2359,CSE-03,PL-PLC-12,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Time-delay SQL injection signature matched in asset query request,2026-08-01T03:43:00+05:30,2026-08-01T03:48:00+05:30,2026-08-01T09:23:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,S. Verma
ALT-2360,CSE-01,EN-SCADA-02,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-10T23:51:00+05:30,,,OPEN,,
ALT-2361,CSE-04,EN-SCADA-01,MEDIUM,xss,Cross-site scripting vector identified in operator console,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-08T04:57:00+05:30,2026-07-08T05:10:00+05:30,2026-07-08T09:48:00+05:30,CLOSED,Source IP null-routed at edge firewall,A. Sharma
ALT-2362,CSE-07,EN-SCADA-04,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-31T05:23:00+05:30,2026-07-31T05:42:00+05:30,2026-07-31T06:28:00+05:30,CLOSED,Source IP null-routed at edge firewall,P. Nair
ALT-2363,CSE-01,GATEWAY-DMZ-01,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-11T05:02:00+05:30,2026-07-11T05:11:00+05:30,,IN_PROGRESS,,
ALT-2364,CSE-07,TR-OPS-03,HIGH,credential-stuffing,Distributed account takeover attempts across operator accounts,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-23T13:02:00+05:30,2026-07-23T13:25:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-2365,CSE-07,,LOW,sql-injection,Blind SQL injection heuristic triggered on API gateway,Union-based SELECT payload identified in user parameter field,2026-07-09T19:38:00+05:30,2026-07-09T19:46:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2366,CSE-02,EN-SCADA-02,CRITICAL,credential-stuffing,Automated credential replay attacking telemetry API,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-19T15:56:00+05:30,,,OPEN,,
ALT-2367,CSE-02,HIST-SRV-01,LOW,credential-stuffing,Automated credential replay attacking telemetry API,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-20T13:40:00+05:30,,,OPEN,,
ALT-2368,CSE-04,GATEWAY-DMZ-01,CRITICAL,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Traffic contained a known exploit signature targeting unpatched software,2026-07-30T17:14:00+05:30,2026-07-30T17:27:00+05:30,2026-07-31T02:50:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,R. Iyer
ALT-2369,CSE-07,,MEDIUM,port-scan,Sequential port scan against historian server,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-21T12:07:00+05:30,2026-07-21T12:12:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2370,CSE-03,HIST-SRV-01,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-15T17:16:00+05:30,2026-07-15T17:29:00+05:30,2026-07-16T01:38:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,
ALT-2371,CSE-03,,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,Inbound byte volume exceeded baseline by over 500%,2026-08-06T03:35:00+05:30,2026-08-06T03:48:00+05:30,2026-08-06T13:05:00+05:30,RESOLVED,Compromised host isolated and imaged,
ALT-2372,CSE-02,EN-SCADA-01,CRITICAL,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-11T04:41:00+05:30,2026-07-11T05:03:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-2373,CSE-03,GATEWAY-DMZ-01,HIGH,brute-force,Multiple RDP failed logons on historian node,High rate of NTLM login failures originating from untrusted subnet,2026-07-25T00:26:00+05:30,2026-07-25T00:42:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2374,CSE-05,TR-OPS-14,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-19T11:53:00+05:30,,,OPEN,,A. Sharma
ALT-2375,CSE-04,GATEWAY-DMZ-01,MEDIUM,port-scan,SYN sweep detected across substation network segment,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-28T10:41:00+05:30,2026-07-28T11:02:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-2376,CSE-07,,MEDIUM,xss,Suspicious script payload in web form submission,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-15T23:50:00+05:30,2026-07-15T23:54:00+05:30,2026-07-16T06:02:00+05:30,RESOLVED,Compromised host isolated and imaged,S. Verma
ALT-2377,CSE-07,EN-SCADA-04,MEDIUM,ddos,UDP amplification traffic targeted at field network switch,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-08-06T03:47:00+05:30,2026-08-06T04:00:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-2378,CSE-02,TR-OPS-03,MEDIUM,xss,Suspicious script payload in web form submission,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-09T07:57:00+05:30,2026-07-09T08:16:00+05:30,,IN_PROGRESS,,K. Rao
